Video,Index,AntennaLx,AntennaLr,AntennaLl,AntennaRx,AntennaRy,AntennaRl,Headx,Heady,Headl,Bodyx,Bodyy,Bodyl,Tailx,Taily,Taill,Sector
2021_3.3,7483,85.17,134.713333333333,1,135.826666666667,89.6233333333333,1,145.846666666667,148.073333333333,1,159.206666666667,159.206666666667,1,193.163333333333,194.276666666667,0,0
2021_3.3,7696,76.2633333333333,139.166666666667,1,125.806666666667,88.51,1,139.166666666667,148.073333333333,1,157.536666666667,159.206666666667,1,197.06,189.823333333333,1,0
2021_3.3,7843,88.51,128.033333333333,1,146.96,85.7266666666667,0,145.29,143.62,0,160.876666666667,163.103333333333,0,189.266666666667,193.163333333333,0,1
2021_3.3,8909,84.6133333333333,131.373333333333,1,135.826666666667,89.6233333333333,1,150.856666666667,147.516666666667,0,163.66,165.33,0,199.286666666667,193.72,0,0
2021_3.3,8986,82.9433333333333,136.94,1,129.146666666667,90.7366666666667,1,146.403333333333,148.63,1,160.32,161.99,1,199.286666666667,195.946666666667,1,0
2021_3.3,9051,85.17,139.723333333333,1,129.146666666667,90.7366666666667,1,144.176666666667,149.743333333333,1,158.093333333333,159.763333333333,1,198.73,199.286666666667,0,0
2021_3.3,9296,84.0566666666667,133.6,1,134.713333333333,89.0666666666667,1,145.29,150.3,1,158.65,160.32,1,201.513333333333,190.38,0,0
2021_3.3,9709,79.0466666666667,140.28,1,124.136666666667,92.4066666666667,1,140.836666666667,149.743333333333,1,157.536666666667,159.763333333333,1,200.4,192.606666666667,1,0
2021_3.3,9869,81.83,138.053333333333,1,126.363333333333,91.85,1,144.176666666667,148.63,1,156.98,158.093333333333,1,197.616666666667,192.606666666667,1,0
2021_3.3,9960,85.17,135.826666666667,1,132.486666666667,90.18,1,147.516666666667,149.743333333333,0,162.546666666667,163.103333333333,0,196.503333333333,188.71,0,0
2021_3.3,10515,86.2833333333333,134.713333333333,1,135.27,92.4066666666667,1,147.516666666667,153.083333333333,0,158.65,161.99,0,192.606666666667,191.493333333333,0,0
2021_3.3,11401,82.3866666666667,145.29,1,123.023333333333,92.9633333333333,1,143.063333333333,148.63,1,159.206666666667,160.876666666667,1,204.853333333333,186.483333333333,0,0
2021_3.3,11508,81.83,143.063333333333,1,122.466666666667,93.52,1,138.053333333333,148.63,0,160.876666666667,163.66,1,197.06,188.153333333333,1,0
2021_3.3,11804,80.7166666666667,146.96,1,118.57,96.3033333333333,1,137.496666666667,151.413333333333,0,157.536666666667,162.546666666667,1,200.956666666667,188.71,1,0
2021_3.3,11906,79.6033333333333,138.053333333333,1,121.91,93.52,1,139.166666666667,148.63,1,156.98,158.65,1,197.616666666667,187.596666666667,1,0
2021_3.3,12006,77.9333333333333,141.95,1,120.24,94.0766666666667,1,141.393333333333,148.073333333333,1,157.536666666667,159.206666666667,1,203.183333333333,187.596666666667,1,0
2021_3.3,12621,84.0566666666667,144.176666666667,1,121.353333333333,95.7466666666667,1,148.073333333333,146.96,1,172.01,159.206666666667,0,206.523333333333,184.256666666667,0,0
2021_3.3,12701,79.0466666666667,144.733333333333,1,119.126666666667,95.7466666666667,1,140.28,149.186666666667,1,155.866666666667,159.206666666667,1,200.956666666667,185.37,1,0
2021_3.3,12887,79.0466666666667,143.62,1,117.456666666667,97.4166666666667,1,139.723333333333,153.083333333333,1,155.31,161.433333333333,1,197.616666666667,187.04,1,0
2021_3.3,13481,81.2733333333333,149.743333333333,1,119.126666666667,99.0866666666667,1,140.28,153.083333333333,1,158.65,160.32,1,194.833333333333,194.833333333333,0,0
2021_3.3,14334,77.3766666666667,148.63,1,118.013333333333,99.0866666666667,1,134.713333333333,150.856666666667,0,155.866666666667,162.546666666667,0,202.626666666667,184.256666666667,0,0
2021_3.3,14394,84.0566666666667,144.176666666667,1,125.25,97.9733333333333,1,149.743333333333,153.64,0,164.773333333333,165.33,0,206.523333333333,189.823333333333,0,0
2021_3.3,15692,76.82,150.3,1,111.333333333333,99.0866666666667,1,138.61,151.413333333333,1,155.31,160.876666666667,1,200.4,184.813333333333,1,0
2021_3.3_h,175,229.6,109.2,1,262.64,179.2,1,196.56,164.64,1,179.76,168.56,1,128.8,193.76,1,3
2021_3.3_h,372,123.2,273.84,0,77.84,226.24,1,139.44,210.56,1,154,197.12,1,192.64,162.96,1,7
2021_3.3_h,606,225.12,110.32,1,260.96,176.4,1,198.8,165.76,0,176.96,171.92,0,128.8,191.52,0,3
2021_3.3_h,615,216.72,101.36,1,261.52,158.48,1,198.24,157.36,1,180.32,166.32,1,135.52,196.56,1,3
2021_3.3_h,742,213.92,100.8,1,263.2,159.6,1,197.68,161.28,1,180.32,167.44,1,128.24,192.64,1,3
2021_3.3_h,776,174.16,92.96,0,246.96,136.64,1,187.6,150.08,1,174.72,165.2,1,137.2,209.44,0,2
2021_3.3_h,1963,218.96,100.24,1,262.08,160.72,1,195.44,157.92,1,180.32,167.44,1,135.52,194.32,1,3
2021_3.3_h,2053,217.84,100.24,1,260.4,161.28,1,197.12,156.24,1,179.76,167.44,1,137.76,198.24,1,3
2021_3.3_h,2241,215.04,101.36,1,259.28,160.16,1,193.76,159.04,1,180.88,168.56,1,128.24,198.8,1,3
2021_3.3_h,2308,212.8,100.8,1,260.96,157.92,1,197.68,158.48,1,182,169.68,1,128.24,204.96,1,3
2021_3.3_h,2507,219.52,103.6,1,262.08,161.84,1,196.56,159.04,1,180.88,168,1,132.16,197.68,1,3
2021_3.3_h,2611,197.12,94.08,1,252,147.28,1,190.96,155.12,1,176.4,168.56,1,132.72,198.24,0,3
2021_3.3_h,3326,99.12,118.72,1,172.48,99.68,0,151.76,150.64,0,159.6,168.56,0,174.72,218.4,0,1
2021_3.3_h,3458,249.76,132.16,1,259.84,203.28,1,204.4,173.6,1,183.68,174.16,1,131.6,184.24,1,3
2021_3.3_h,3673,202.16,92.4,1,256.48,143.36,1,191.52,152.32,1,177.52,165.2,1,142.24,201.6,1,2
2021_3.3_h,3693,204.4,94.64,1,256.48,148.96,1,190.96,154.56,1,180.32,166.32,1,137.2,210.56,1,2
2021_3.3_h,3804,216.72,104.72,1,255.92,168.56,1,192.64,159.04,1,176.96,167.44,1,130.48,201.04,0,3
2021_3.3_h,7070,210.56,95.2,1,257.6,146.16,1,192.64,151.76,1,179.76,164.64,1,134.4,194.32,1,3
2021_3.3_h,8411,211.68,98.56,1,256.48,147.28,1,192.08,154,1,179.2,168.56,1,134.96,203.28,1,3
2021_3.3_h,9070,212.8,99.12,1,259.28,147.84,1,195.44,158.48,1,180.32,168,1,132.72,198.24,1,3
2021_3.3_h,9272,208.32,101.92,1,255.36,152.88,1,191.52,158.48,1,175.84,168.56,1,139.44,197.68,0,3
2021_3.3_h,9278,211.68,101.36,1,256.48,150.08,1,192.64,158.48,1,177.52,169.68,1,125.44,201.6,1,3
2021_3.3_h,9339,212.8,104.16,1,256.48,151.76,1,196.56,155.12,0,177.52,165.76,0,141.12,192.08,0,3
2021_3.3_h,9777,215.6,100.8,1,257.6,148.4,1,195.44,157.92,1,178.08,167.44,1,136.64,204.4,1,3
2021_3.3_h,10084,210,97.44,1,254.8,145.6,1,192.08,157.36,1,179.2,165.2,1,135.52,197.12,1,3
2021_3.3_h,10107,210.56,103.6,1,254.8,152.88,1,192.64,160.72,1,178.08,167.44,1,129.36,199.92,0,3
2021_3.3_h,10917,217.84,104.16,1,257.04,155.68,1,193.2,158.48,1,178.08,168.56,1,131.6,198.24,0,3
2021_3.3_h,11213,214.48,99.68,1,258.16,145.6,1,197.68,157.92,1,184.8,166.88,1,137.2,198.8,1,3
2021_3.3_h,11416,217.28,103.6,1,257.04,151.76,1,193.76,159.04,1,180.88,166.88,1,136.64,202.16,1,3
2021_3.3_h,11767,215.04,103.04,1,254.24,152.88,1,196,154.56,0,174.16,165.76,0,136.08,195.44,0,3
2021_3.3_h,11841,212.8,104.16,1,251.44,151.2,1,190.96,156.24,1,175.84,169.68,0,131.04,198.8,0,3
2021_3.3_h,12185,211.12,99.12,1,256.48,144.48,1,194.88,158.48,1,180.88,168.56,1,137.76,199.92,1,3
2021_3.3_h,12469,219.52,105.28,1,257.6,157.36,1,195.44,160.72,1,175.28,169.12,1,132.16,203.84,0,3
2021_3.3_h,12891,215.6,103.04,1,255.92,150.64,1,194.88,158.48,1,182.56,166.32,1,136.08,198.8,1,3
2021_3.3_h,12968,219.52,101.92,1,260.4,151.2,1,197.12,160.16,1,180.88,166.88,1,136.64,198.8,1,3
2021_3.3_h,13003,220.64,106.4,1,257.6,154,1,196,162.4,1,180.32,171.36,1,130.48,200.48,1,3
2021_3.3_h,13075,216.16,105.28,1,257.6,152.88,1,193.76,161.84,1,179.76,168,1,136.08,197.68,1,3
2021_3.3_h,13194,225.68,107.52,1,259.84,154.56,1,197.68,160.72,1,179.76,169.68,1,134.4,196.56,1,3
2021_3.3_h,14374,225.12,110.32,1,259.28,164.64,1,197.12,159.6,1,179.2,165.76,1,133.28,196.56,0,3
2021_3.3_h,14418,215.6,100.24,1,257.6,145.04,1,196,155.68,1,180.88,165.76,1,137.76,198.24,1,3
2021_3.3_h,14430,220.08,110.32,1,255.92,159.6,1,198.8,162.4,0,178.08,169.68,0,134.96,196.56,0,3
2021_3.3_h,14665,227.92,118.16,1,255.92,171.92,1,198.8,164.64,0,180.88,173.6,0,142.24,191.52,0,3
2021_3.3_h,14700,216.16,108.64,1,252.56,157.92,1,194.88,161.28,1,179.2,171.92,1,126.56,200.48,0,3
2021_3.3_h,14972,223.44,105.84,1,259.28,153.44,1,197.12,161.28,1,183.68,168,1,133.28,194.32,1,3
2021_3.3_h,15159,221.2,106.4,1,259.28,155.12,1,196,160.16,1,181.44,170.24,1,131.6,197.12,1,3
2021_3.3_h,15549,231.28,109.76,1,263.2,160.16,1,198.24,157.36,1,182,169.12,1,129.92,196,1,3
2021_3.5,128,88.02,133.66,0,152.133333333333,77.1533333333333,0,151.59,136.376666666667,1,165.173333333333,154.306666666667,1,189.623333333333,187.993333333333,0,1
2021_3.5,157,77.1533333333333,142.896666666667,1,134.746666666667,80.4133333333333,1,142.353333333333,139.636666666667,1,157.566666666667,154.306666666667,1,200.49,196.143333333333,1,0
2021_3.5,291,100.516666666667,219.506666666667,0,77.1533333333333,142.896666666667,1,130.943333333333,173.866666666667,1,151.046666666667,168.976666666667,1,199.403333333333,162.456666666667,1,7
2021_3.5,347,97.8,226.57,0,73.35,163.543333333333,1,136.376666666667,177.126666666667,1,153.22,170.606666666667,1,203.75,143.44,1,7
2021_3.5,598,255.366666666667,142.896666666667,1,222.766666666667,224.396666666667,0,194.513333333333,174.41,1,178.756666666667,166.26,1,126.053333333333,146.7,1,4
2021_3.5,689,265.146666666667,132.573333333333,0,263.516666666667,183.103333333333,0,197.773333333333,164.086666666667,0,175.496666666667,161.913333333333,1,122.25,165.173333333333,1,3
2021_3.5,1237,89.65,211.356666666667,0,77.1533333333333,135.29,1,132.573333333333,168.433333333333,1,155.936666666667,162.456666666667,1,203.206666666667,153.763333333333,0,7
2021_3.5,1242,115.186666666667,241.783333333333,0,72.2633333333333,167.346666666667,1,136.92,184.19,1,154.306666666667,170.606666666667,1,195.056666666667,141.81,1,7
2021_3.5,1298,103.233333333333,219.506666666667,0,82.5866666666667,152.133333333333,1,126.053333333333,174.41,0,153.22,165.173333333333,0,199.403333333333,145.613333333333,0,7
2021_3.5,1467,105.406666666667,210.27,0,79.87,146.156666666667,1,139.636666666667,170.606666666667,1,157.023333333333,162.456666666667,1,203.206666666667,141.266666666667,1,7
2021_3.5,1561,85.8466666666667,199.403333333333,0,83.6733333333333,125.51,1,136.92,162.456666666667,1,159.196666666667,161.913333333333,1,207.01,157.023333333333,1,7
2021_3.5,1956,250.476666666667,133.116666666667,1,228.2,213.53,0,193.426666666667,165.173333333333,1,176.583333333333,159.74,1,129.313333333333,136.376666666667,0,4
2021_3.5,2009,256.996666666667,153.763333333333,1,224.396666666667,227.113333333333,0,203.206666666667,179.3,1,182.56,166.26,1,139.093333333333,139.093333333333,1,4
2021_3.5,2049,232.546666666667,93.4533333333333,1,252.65,184.19,1,196.686666666667,149.96,1,177.67,154.306666666667,1,124.423333333333,171.15,1,3
2021_3.5,2265,85.8466666666667,131.486666666667,0,147.243333333333,83.6733333333333,0,151.046666666667,140.18,1,162.456666666667,154.306666666667,1,184.733333333333,189.623333333333,0,1
2021_3.5,2581,263.516666666667,133.116666666667,0,251.02,193.426666666667,0,193.426666666667,163.543333333333,0,177.126666666667,160.826666666667,1,119.533333333333,152.676666666667,0,4
2021_3.5,2591,259.713333333333,130.943333333333,0,261.343333333333,189.623333333333,0,193.426666666667,162.456666666667,1,175.496666666667,160.826666666667,1,121.706666666667,161.913333333333,0,4
2021_3.5,3055,89.65,199.946666666667,0,92.3666666666667,116.273333333333,1,141.266666666667,161.913333333333,1,157.566666666667,160.826666666667,1,204.836666666667,160.826666666667,0,7
2021_3.5,3218,97.2566666666667,209.183333333333,0,79.3266666666667,142.896666666667,1,138.55,170.606666666667,1,158.11,161.913333333333,1,207.553333333333,143.44,1,7
2021_3.5,3265,83.6733333333333,207.01,0,78.24,130.943333333333,1,132.03,165.716666666667,1,147.243333333333,164.086666666667,1,204.836666666667,161.913333333333,1,7
2021_3.5,3494,121.706666666667,237.98,0,82.5866666666667,183.646666666667,0,143.983333333333,187.45,1,159.196666666667,172.236666666667,1,202.12,143.983333333333,0,7
2021_3.5,3583,86.39,212.443333333333,0,75.5233333333333,139.636666666667,1,130.4,169.52,1,150.503333333333,164.63,1,198.316666666667,152.676666666667,1,7
2021_3.5,3595,152.133333333333,246.673333333333,0,78.7833333333333,199.946666666667,0,148.873333333333,192.883333333333,1,161.37,170.063333333333,1,192.34,127.14,1,6
2021_3.5,3792,83.6733333333333,192.34,0,93.4533333333333,114.643333333333,1,139.093333333333,157.566666666667,1,161.37,160.283333333333,1,210.27,164.63,1,0
2021_3.5,3883,93.4533333333333,219.506666666667,0,77.6966666666667,146.156666666667,1,128.226666666667,174.41,1,148.873333333333,169.52,1,197.773333333333,159.74,1,7
2021_3.5,4247,229.83,234.176666666667,0,160.283333333333,252.106666666667,0,177.126666666667,195.056666666667,1,172.236666666667,172.236666666667,1,164.086666666667,127.14,0,5
2021_3.5,4326,250.476666666667,195.056666666667,1,185.82,242.87,0,188.536666666667,190.166666666667,1,173.866666666667,172.78,1,146.7,128.77,1,5
2021_3.5,4463,112.47,97.8,1,201.576666666667,86.39,1,163.543333333333,137.463333333333,0,165.716666666667,157.023333333333,1,169.52,194.513333333333,0,1
2021_3.5,4481,170.606666666667,81.5,0,236.893333333333,116.816666666667,1,179.843333333333,135.29,1,167.89,155.936666666667,1,143.983333333333,205.923333333333,1,2
2021_3.5,4494,164.63,74.4366666666667,0,228.743333333333,93.4533333333333,1,178.756666666667,129.856666666667,1,167.89,149.416666666667,1,147.786666666667,190.71,1,2
2021_3.5,4552,81.5,140.723333333333,1,152.133333333333,83.13,0,146.7,139.093333333333,1,159.74,153.763333333333,1,196.686666666667,197.23,1,1
2021_3.5,4815,78.7833333333333,141.81,1,147.786666666667,75.5233333333333,0,144.526666666667,140.723333333333,1,158.653333333333,155.393333333333,1,181.473333333333,187.993333333333,0,1
2021_3.5,4936,77.1533333333333,167.89,1,117.36,85.3033333333333,1,139.093333333333,146.7,1,154.306666666667,155.393333333333,1,201.576666666667,182.56,1,0
2021_3.5,5476,247.76,134.746666666667,1,231.46,210.813333333333,0,195.056666666667,167.89,1,173.866666666667,162.456666666667,1,121.163333333333,143.983333333333,0,4
2021_3.5,5534,231.46,109.21,1,233.09,184.19,0,193.97,153.763333333333,0,173.323333333333,156.48,0,113.556666666667,160.283333333333,0,3
2021_3.5,5639,246.673333333333,193.426666666667,1,186.363333333333,242.326666666667,0,179.843333333333,185.276666666667,1,170.063333333333,168.976666666667,1,148.873333333333,118.99,0,5
2021_3.5,5826,89.1066666666667,185.276666666667,0,106.493333333333,107.58,1,139.093333333333,159.74,1,159.196666666667,164.086666666667,1,211.356666666667,170.606666666667,1,0
2021_3.5,6157,249.933333333333,129.856666666667,1,238.523333333333,213.53,0,195.056666666667,164.63,1,179.843333333333,159.74,1,129.856666666667,139.093333333333,0,4
2021_3.5,6399,76.61,161.37,1,121.706666666667,83.13,1,135.29,145.07,1,154.306666666667,155.393333333333,1,201.576666666667,180.386666666667,1,0
2021_3.5,6611,109.21,99.9733333333333,1,199.946666666667,79.3266666666667,1,163,132.573333333333,0,165.173333333333,151.59,1,169.52,199.403333333333,1,1
2021_3.5,6793,249.39,121.706666666667,1,239.066666666667,212.443333333333,0,201.576666666667,164.63,1,180.386666666667,160.826666666667,1,128.226666666667,151.046666666667,1,4
2021_3.5,7349,222.766666666667,89.1066666666667,1,256.453333333333,175.496666666667,1,203.206666666667,150.503333333333,1,180.93,153.22,1,127.14,165.173333333333,1,3
2021_3.5,7405,178.756666666667,256.996666666667,0,101.603333333333,235.263333333333,0,154.85,194.513333333333,1,162.456666666667,173.323333333333,1,178.213333333333,121.706666666667,0,6
2021_3.5,7509,226.57,101.06,1,251.02,190.71,1,193.426666666667,160.826666666667,1,173.866666666667,163.543333333333,1,132.03,163.543333333333,0,3
2021_3.5,7672,72.8066666666667,168.976666666667,1,116.273333333333,84.76,1,135.29,146.7,1,154.306666666667,158.653333333333,1,187.45,180.93,1,0
2021_3.5,7730,78.24,205.923333333333,0,84.2166666666667,117.903333333333,1,128.77,161.913333333333,1,150.503333333333,163,1,205.923333333333,166.803333333333,1,0
2021_3.5_h,61,206.373333333333,76.68,1,232.88,137.266666666667,0,172.766666666667,126.38,1,156.2,130.166666666667,1,111.706666666667,150.993333333333,0,3
2021_3.5_h,152,168.506666666667,66.2666666666667,0,223.413333333333,114.073333333333,0,160.46,118.333333333333,1,150.52,128.273333333333,1,118.333333333333,164.246666666667,0,2
2021_3.5_h,706,57.2733333333333,123.54,1,113.6,51.5933333333333,1,121.646666666667,117.386666666667,1,135.846666666667,132.06,1,175.133333333333,168.506666666667,1,0
2021_3.5_h,884,230.986666666667,115.02,1,207.32,200.22,0,177.026666666667,149.1,1,155.253333333333,139.633333333333,1,101.293333333333,125.906666666667,1,4
2021_3.5_h,1085,196.433333333333,63.4266666666667,1,233.826666666667,148.626666666667,1,176.08,124.013333333333,1,157.62,131.586666666667,1,111.233333333333,150.046666666667,1,3
2021_3.5_h,1438,217.26,104.133333333333,1,221.993333333333,168.98,0,161.88,137.74,1,146.733333333333,133.48,1,96.0866666666667,130.64,0,4
2021_3.5_h,1752,222.94,94.6666666666667,1,218.206666666667,180.34,0,174.186666666667,136.32,1,152.413333333333,136.793333333333,1,101.293333333333,139.633333333333,1,3
2021_3.5_h,1950,59.64,178.446666666667,0,62.0066666666667,94.6666666666667,1,106.5,138.686666666667,1,129.693333333333,139.16,1,188.86,136.32,1,7
2021_3.5_h,2228,116.913333333333,52.54,0,203.533333333333,80.94,1,156.673333333333,102.24,0,148.153333333333,118.333333333333,0,132.06,172.293333333333,0,2
2021_3.5_h,2435,208.266666666667,179.866666666667,0,144.84,210.16,0,149.1,157.146666666667,0,141.526666666667,143.893333333333,1,116.913333333333,94.1933333333333,1,5
2021_3.5_h,2514,68.6333333333333,178.446666666667,0,53.96,116.913333333333,1,111.233333333333,142.473333333333,0,128.746666666667,138.213333333333,0,174.66,124.013333333333,0,7
2021_3.5_h,2672,75.7333333333333,178.92,0,60.1133333333333,109.813333333333,1,103.66,139.16,0,126.38,133.953333333333,0,180.34,127.8,0,7
2021_3.5_h,2714,42.6,136.32,1,90.88,58.6933333333333,1,106.026666666667,120.226666666667,1,124.013333333333,128.273333333333,1,168.98,149.1,1,0
2021_3.5_h,3043,236.666666666667,142.473333333333,1,176.553333333333,209.213333333333,0,171.346666666667,158.566666666667,1,150.993333333333,145.786666666667,1,104.606666666667,115.02,1,4
2021_3.5_h,3155,204.006666666667,79.0466666666667,1,222.94,163.773333333333,0,165.193333333333,131.586666666667,1,147.68,133.006666666667,1,99.4,143.893333333333,1,3
2021_3.5_h,3274,220.1,97.5066666666667,1,214.42,180.813333333333,0,170.4,140.106666666667,1,153.833333333333,139.16,1,99.4,137.74,1,4
2021_3.5_h,3471,225.78,139.633333333333,1,192.173333333333,200.22,0,161.88,153.36,1,143.893333333333,141.526666666667,1,105.553333333333,113.6,0,4
2021_3.5_h,3531,226.253333333333,118.806666666667,1,202.586666666667,193.593333333333,0,169.926666666667,147.206666666667,1,148.153333333333,138.686666666667,1,98.9266666666667,123.54,0,4
2021_3.5_h,3842,229.093333333333,153.833333333333,0,180.34,204.006666666667,0,164.72,155.726666666667,1,149.1,142.473333333333,1,106.973333333333,114.546666666667,0,4
2021_3.5_h,3911,226.253333333333,100.82,0,213.473333333333,186.02,0,179.866666666667,141.053333333333,1,158.093333333333,137.74,1,105.553333333333,135.846666666667,1,4
2021_3.5_h,4070,231.46,113.126666666667,1,207.32,190.753333333333,0,175.133333333333,148.626666666667,1,154.306666666667,144.366666666667,1,104.133333333333,138.213333333333,1,4
2021_3.5_h,4525,104.606666666667,57.7466666666667,1,194.066666666667,67.2133333333333,1,148.626666666667,106.026666666667,0,143.893333333333,125.433333333333,1,147.206666666667,171.346666666667,1,2
2021_3.5_h,4571,229.093333333333,105.08,1,216.786666666667,187.913333333333,0,177.973333333333,145.786666666667,1,157.146666666667,141.053333333333,1,104.133333333333,134.426666666667,1,4
2021_3.5_h,4882,196.906666666667,75.7333333333333,1,226.253333333333,139.633333333333,0,166.14,131.113333333333,1,148.626666666667,137.266666666667,1,97.98,152.413333333333,1,3
2021_3.5_h,4964,182.233333333333,65.32,1,218.206666666667,136.793333333333,0,162.826666666667,125.906666666667,1,146.733333333333,134.426666666667,1,102.713333333333,163.3,1,3
2021_3.5_h,5235,194.54,68.6333333333333,1,223.886666666667,142.946666666667,0,167.086666666667,125.906666666667,1,150.046666666667,132.533333333333,1,104.133333333333,152.413333333333,1,3
2021_3.5_h,5405,104.606666666667,212.053333333333,0,49.7,149.573333333333,1,109.813333333333,159.513333333333,1,128.273333333333,145.786666666667,1,167.086666666667,111.233333333333,1,7
2021_3.5_h,5433,90.4066666666667,189.333333333333,0,58.6933333333333,140.58,0,115.493333333333,146.26,0,132.533333333333,142,1,186.493333333333,129.22,1,7
2021_3.5_h,5580,71.9466666666667,189.806666666667,0,55.8533333333333,103.66,1,105.08,139.16,1,127.326666666667,134.9,1,172.766666666667,125.433333333333,1,7
2021_3.5_h,5625,74.7866666666667,189.806666666667,0,50.1733333333333,121.646666666667,1,107.92,144.84,1,124.96,138.213333333333,1,172.293333333333,123.54,1,7
2021_3.5_h,5683,219.626666666667,91.8266666666667,1,230.04,173.713333333333,0,175.133333333333,138.213333333333,1,156.673333333333,137.266666666667,1,103.66,144.366666666667,1,3
2021_3.5_h,5782,204.48,84.2533333333333,1,213.473333333333,165.193333333333,0,163.3,132.06,1,144.84,134.426666666667,1,96.56,140.58,0,3
2021_3.5_h,6004,79.9933333333333,197.38,0,47.3333333333333,144.84,1,111.706666666667,151.466666666667,1,129.22,139.633333333333,0,166.14,108.866666666667,0,7
2021_3.5_h,6010,84.2533333333333,201.166666666667,0,47.8066666666667,126.853333333333,1,105.08,150.52,1,123.066666666667,142,1,164.246666666667,115.966666666667,1,7
2021_3.5_h,6138,63.9,175.133333333333,0,64.3733333333333,92.3,1,106.973333333333,134.9,1,128.746666666667,134.9,1,180.813333333333,124.486666666667,1,7
2021_3.5_h,6153,65.32,178.446666666667,0,53.4866666666667,121.646666666667,1,108.866666666667,146.26,0,133.953333333333,140.106666666667,0,184.126666666667,120.7,0,7
2021_3.5_h,6206,62.9533333333333,184.126666666667,0,52.54,117.386666666667,1,104.606666666667,153.833333333333,1,121.646666666667,145.313333333333,1,175.133333333333,123.066666666667,1,7
2021_3.5_h,6241,90.4066666666667,221.993333333333,0,48.28,143.42,1,109.34,161.88,1,128.273333333333,146.733333333333,1,170.873333333333,117.86,1,7
2021_3.5_h,6291,223.886666666667,107.446666666667,1,211.106666666667,193.593333333333,0,175.606666666667,145.786666666667,1,153.833333333333,142,1,100.82,134.9,1,4
2021_3.5_h,6413,159.986666666667,62.9533333333333,0,228.146666666667,124.96,1,161.88,123.066666666667,1,150.046666666667,133.48,1,114.073333333333,176.553333333333,1,2
2021_3.5_h,6438,213,81.8866666666667,1,219.153333333333,164.72,0,166.613333333333,133.953333333333,1,148.626666666667,133.48,1,103.186666666667,142.946666666667,0,3
2021_3.5_h,6482,188.86,63.4266666666667,1,230.986666666667,148.153333333333,0,169.926666666667,127.8,1,150.993333333333,134.426666666667,1,102.713333333333,160.933333333333,1,3
2021_3.5_h,6935,67.2133333333333,87.5666666666667,1,117.386666666667,52.54,0,124.486666666667,109.34,0,136.32,129.693333333333,0,156.2,169.926666666667,0,1
2021_3.5_h,7219,46.86,125.906666666667,1,109.34,57.2733333333333,1,112.18,119.753333333333,1,127.326666666667,133.006666666667,1,166.14,161.406666666667,1,0
2021_3.5_h,7518,69.1066666666667,189.333333333333,0,51.12,106.973333333333,1,108.393333333333,140.58,1,130.64,137.266666666667,1,177.026666666667,126.38,1,7
2021_3.5_h,7586,149.1,218.206666666667,0,99.4,213.473333333333,0,133.953333333333,169.926666666667,0,136.793333333333,149.1,1,142.473333333333,96.56,0,6
2021_4.2,262,56.1233333333333,186.746666666667,0,63.5733333333333,98.34,1,110.26,148.503333333333,1,131.616666666667,149,1,185.753333333333,151.483333333333,1,0
2021_4.2,273,125.16,245.85,0,53.1433333333333,189.726666666667,1,118.206666666667,184.76,1,133.603333333333,166.88,1,171.35,122.676666666667,1,6
2021_4.2,682,93.87,212.573333333333,0,67.05,131.616666666667,1,123.67,162.41,1,146.02,157.443333333333,1,184.76,143.536666666667,0,7
2021_4.2,873,81.95,227.97,0,53.1433333333333,132.113333333333,1,110.756666666667,162.41,1,133.603333333333,156.45,1,189.23,140.06,1,7
2021_4.2,1086,122.18,243.366666666667,0,64.5666666666667,181.283333333333,0,129.133333333333,176.813333333333,1,143.04,160.92,1,178.8,113.736666666667,0,6
2021_4.2,1089,118.703333333333,238.896666666667,0,64.5666666666667,175.323333333333,0,129.63,174.826666666667,1,149.496666666667,159.43,1,187.243333333333,124.663333333333,0,7
2021_4.2,1241,84.93,222.01,0,54.6333333333333,139.066666666667,1,119.2,164.396666666667,1,138.073333333333,152.973333333333,1,196.68,131.616666666667,1,7
2021_4.2,1304,91.3866666666667,221.016666666667,0,63.5733333333333,129.63,1,120.69,159.926666666667,1,143.04,151.98,1,187.74,136.583333333333,0,7
2021_4.2,1422,124.663333333333,233.93,0,78.97,213.07,0,126.65,182.773333333333,1,139.563333333333,168.37,1,176.813333333333,129.133333333333,0,6
2021_4.2,1481,118.703333333333,251.81,0,55.13,173.833333333333,1,124.663333333333,181.78,1,137.576666666667,167.376666666667,1,179.793333333333,122.676666666667,1,6
2021_4.2,1760,86.9166666666667,207.606666666667,0,62.0833333333333,131.12,1,118.703333333333,163.403333333333,1,138.073333333333,154.463333333333,1,190.72,140.556666666667,0,7
2021_4.2,2395,97.8433333333333,245.353333333333,0,47.68,172.343333333333,1,113.736666666667,180.29,1,132.61,164.893333333333,1,174.33,130.126666666667,1,7
2021_4.2,2436,248.83,155.456666666667,1,189.23,228.963333333333,0,181.78,168.37,0,162.41,157.443333333333,1,123.67,125.16,0,4
2021_4.2,2610,78.97,209.593333333333,0,52.15,120.69,1,107.776666666667,162.41,1,133.603333333333,155.456666666667,1,185.256666666667,147.51,1,7
2021_4.2,2692,83.9366666666667,219.526666666667,0,43.7066666666667,141.053333333333,1,111.253333333333,163.403333333333,1,131.12,155.953333333333,1,183.27,127.643333333333,1,7
